sudoku1.csv,"163490"
sudoku2.csv,"163966"
sudoku3.csv,"163303"
sudoku4.csv,"163583"
sudoku5.csv,"163630"
sudoku6.csv,"163432"
sudoku7.csv,"163360"
sudoku8.csv,"163431"
sudoku9.csv,"163515"
sudoku10.csv,"163685"
sudoku11.csv,"163353"
sudoku12.csv,"163638"
sudoku13.csv,"163708"
sudoku14.csv,"163554"
sudoku15.csv,"163587"
sudoku16.csv,"163736"
sudoku17.csv,"163559"
sudoku18.csv,"163859"
sudoku19.csv,"163780"
sudoku20.csv,"163693"
sudoku21.csv,"163905"
sudoku22.csv,"163347"
sudoku23.csv,"163587"
sudoku24.csv,"163375"
sudoku25.csv,"163619"
sudoku26.csv,"163548"
sudoku27.csv,"163636"
sudoku28.csv,"163674"
sudoku29.csv,"163444"
sudoku30.csv,"163328"
sudoku31.csv,"163166"
sudoku32.csv,"163790"
sudoku33.csv,"163680"
sudoku34.csv,"163558"
sudoku35.csv,"163501"
sudoku36.csv,"163535"
sudoku37.csv,"163505"
sudoku38.csv,"163478"
sudoku39.csv,"163655"
sudoku40.csv,"163704"
sudoku41.csv,"163761"
sudoku42.csv,"163825"
sudoku43.csv,"163044"
sudoku44.csv,"163589"
sudoku45.csv,"163494"
